Date,ConfigStamp,Device,Platform,Policy,Result,Remediation config
09/19/19,10/22/15,dc1-agg-sw02.prod.cfg,NXOS,6 - DNS,FAIL,ip domain-name net.yoyodyne.com ip name-server 192.168.20.1 192.168.20.2 use-vrf management 
09/19/19,10/22/15,dc1-agg-sw02.prod.cfg,NXOS,8 - SNMP AUTH,PASS,
09/19/19,10/22/15,dc1-agg-sw02.prod.cfg,NXOS,9 - SNMP CFG,FAIL,snmp-server host 172.27.75.15 use-vrf management snmp-server host 172.27.75.22 use-vrf management snmp-server host 172.27.75.23 use-vrf management snmp-server host 138.69.236.138 use-vrf management snmp-server host 138.69.236.137 use-vrf management snmp-server host 172.27.75.21 use-vrf management snmp-server host 153.6.140.105 use-vrf management snmp-server host 153.6.140.140 use-vrf management snmp-server source-interface traps mgmt0 snmp-server host 172.27.75.15 traps version 2c <user input> 
09/19/19,10/22/15,dc1-agg-sw02.prod.cfg,NXOS,10 - IDENTITY,PASS,
09/19/19,10/22/15,dc1-agg-sw02.prod.cfg,NXOS,11 - BANNER,FAIL,Computer System Terms of Use <user input> 
09/19/19,10/22/15,dc1-agg-sw02.prod.cfg,NXOS,12 - SSH,PASS,
09/19/19,10/22/15,dc1-agg-sw02.prod.cfg,NXOS,13 - BOOT,PASS,
09/19/19,10/22/15,dc1-agg-sw02.prod.cfg,NXOS,15 - INT SEC,PASS,service timestamps log date time msec localtime show-timezone service timestamps debug datetime msec localtime show-timezone service password-encryption service tcp-keepalives-in service tcp-keepalives-out no service udp-small-servers no service tcp-small-servers no service finger no service pad service sequence-numbers 
09/19/19,10/22/15,dc1-agg-sw02.prod.cfg,NXOS,16 - RAPID ACL,PASS,boot system flash <user input> 
09/19/19,10/22/15,dc1-agg-sw02.prod.cfg,NXOS,17 - SNMP LOG,PASS,ip rcmd remote-host netadmin 153.7.254.114 netadmin ip rcmd rsh-enable 
09/19/19,10/22/15,dc1-agg-sw02.prod.cfg,NXOS,18 - INT DESCR,PASS,ip tacacs source-interface loopback0 ip tftp source-interface Loopback0 logging source-interface Loopback0 snmp-server trap-source Loopback0 
09/19/19,10/22/15,dc1-agg-sw02.prod.cfg,NXOS,19 - INT SEC,PASS,interface Vlan1  no ip bootp server  no ip http server  no ip http secure-server  no ip source-route  no ip identd 
09/19/19,10/22/15,dc1-agg-sw02.prod.cfg,NXOS,20 - IP SEC,PASS,interface Vlan1  no ip source-route 
09/19/19,10/22/15,dc1-agg-sw02.prod.cfg,NXOS,21 - LOGGING,PASS,interface Vlan1  logging server 172.27.75.31 use-vrf management  logging server 153.6.140.100 use-vrf management 
==============================
IOS XR dc1-cor-rt01.prod.cfg
==============================
IOS XR dc1-cor-rt02.prod.cfg
==============================
09/19/19,10/22/15,dc1-mgt-rt002.prod.cfg,IOS,1 - AAA,FAIL,aaa authentication password-prompt LocalPass> aaa authentication login default group tacacs+ enable aaa authorization exec default group tacacs+ if-authenticated aaa authorization commands 0 default group tacacs+ if-authenticated aaa authorization commands 1 default group tacacs+ if-authenticated aaa authorization commands 15 default group tacacs+ if-authenticated aaa authorization config-commands aaa accounting exec default start-stop group tacacs+ aaa accounting commands 15 default start-stop group tacacs+ aaa accounting connection default start-stop group tacacs+ 
09/19/19,10/22/15,dc1-mgt-rt002.prod.cfg,IOS,2 - TACACS,FAIL,tacacs-server host 153.6.140.227 tacacs-server host 172.27.75.27 tacacs-server host 157.23.55.14 tacacs-server directed-request tacacs-server key <user input> 
09/19/19,10/22/15,dc1-mgt-rt002.prod.cfg,IOS,3 - CONSOLE,FAIL,line con 0  logging synchronous 
09/19/19,10/22/15,dc1-mgt-rt002.prod.cfg,IOS,4 - AUX,PASS,
09/19/19,10/22/15,dc1-mgt-rt002.prod.cfg,IOS,5 - VTY,PASS,
09/19/19,10/22/15,dc1-mgt-rt002.prod.cfg,IOS,6 - NTP,FAIL,ntp server 192.168.20.3 ntp server 192.168.20.4 ntp server 192.168.20.5 ntp server 192.168.20.6 ntp update-calendar 
09/19/19,10/22/15,dc1-mgt-rt002.prod.cfg,IOS,8 - DNS,FAIL,ip domain-name net.yoyodyne.com ip name-server 192.168.20.1 ip name-server 192.168.20.2 
09/19/19,10/22/15,dc1-mgt-rt002.prod.cfg,IOS,9 - SNMP ACL,FAIL,access-list 79 permit 138.69.236.133 access-list 79 permit 10.95.242.78 access-list 79 permit 153.6.140.110 access-list 79 permit 153.6.140.122 access-list 79 permit 153.6.140.225 access-list 79 permit 138.69.236.137 access-list 79 permit 138.69.236.138 access-list 79 permit 138.69.236.15 access-list 79 permit 138.69.236.16 access-list 79 permit 138.69.236.11 access-list 79 permit 138.69.236.134 access-list 79 permit 153.6.140.112 access-list 79 permit 172.27.224.25 access-list 79 permit 172.27.75.25 access-list 79 permit 172.27.75.19 access-list 79 permit 172.27.75.15 access-list 79 permit 172.27.75.10 access-list 79 permit 172.27.75.23 access-list 79 permit 172.27.75.13 access-list 79 permit 172.27.75.29 access-list 79 permit 172.27.75.30 access-list 79 permit 172.27.75.21 access-list 79 permit 172.27.75.14 access-list 79 permit 172.27.75.18 access-list 79 permit 153.6.140.46 access-list 79 permit 153.6.140.108 access-list 79 permit 172.27.75.12 access-list 79 permit 153.8.9.2 access-list 79 permit 138.69.236.163 access-list 79 permit 138.69.236.129 access-list 79 permit 138.69.236.131 access-list 79 permit 153.6.140.100 access-list 79 permit 172.27.75.31 access-list 79 permit 138.69.236.34 access-list 79 permit 138.69.236.36 access-list 79 permit 172.27.75.34 access-list 79 permit 172.27.75.36 access-list 79 permit 153.7.43.71 access-list 79 permit 10.105.0.24 access-list 79 permit 10.243.222.13 access-list 79 permit 10.243.223.77 access-list 79 permit 10.105.0.30 access-list 79 permit 138.69.236.23 access-list 79 permit 10.197.36.40 access-list 79 permit 10.197.36.41 
09/19/19,10/22/15,dc1-mgt-rt002.prod.cfg,IOS,10 - SNMP,FAIL,snmp-server community XxXxXxXxX RO 79 snmp-server community XxXxXxXxX RW 79 snmp-server host 192.168.1.1 XxXxXxXxX snmp-server host 192.168.1.2 XxXxXxXxX snmp-server ifindex persist snmp-server trap link ietf logging snmp-authfail 
09/19/19,10/22/15,dc1-mgt-rt002.prod.cfg,IOS,11 - SNMP INFO,FAIL,snmp-server location <user input> 
09/19/19,10/22/15,dc1-mgt-rt002.prod.cfg,IOS,12 - BANNER,FAIL,Computer System Terms of Use <user input> 
09/19/19,10/22/15,dc1-mgt-rt002.prod.cfg,IOS,14 - VSTACK,PASS,no vstack 
09/19/19,10/22/15,dc1-mgt-rt002.prod.cfg,IOS,15 - BASIC SVCS,FAIL,service sequence-numbers 
09/19/19,10/22/15,dc1-mgt-rt002.prod.cfg,IOS,16 - BOOT,FAIL,boot system <user input> 
09/19/19,dc1-mgt-rt002.prod.cfg,IOS,17 - RCMD,FAIL,ip rcmd remote-host netadmin 192.168.1.1 netadmin ip rcmd rsh-enable 
09/19/19,10/22/15,dc1-mgt-rt002.prod.cfg,IOS,18 - LOOPBACK,PASS,
09/19/19,10/22/15,dc1-mgt-rt002.prod.cfg,IOS,19 - INT SEC,PASS,
09/19/19,10/22/15,dc1-mgt-rt002.prod.cfg,IOS,20 - INTACL,PASS,
09/19/19,10/22/15,dc1-mgt-rt002.prod.cfg,IOS,21 - INTLOG,PASS,
09/19/19,10/22/15,dc1-mgt-rt002.prod.cfg,IOS,22 - DESCR,PASS,
09/19/19,10/22/15,dc1-mgt-rt002.prod.cfg,IOS,23 - SECURITY,FAIL,no ip bootp server 
09/19/19,10/22/15,dc1-mgt-rt002.prod.cfg,IOS,24 - LOGGING,PASS,
09/19/19,10/22/15,dc1-mgt-rt002.prod.cfg,IOS,25 - VTP,PASS,
09/19/19,10/22/15,dc1-mgt-rt002.prod.cfg,IOS,26 - BPDUGUARD,FAIL,spanning-tree portfast bpduguard 
09/19/19,10/22/15,dc1-mgt-rt002.prod.cfg,IOS,27 - BPDUGUARD-DEFAULT,PASS,
==============================
09/19/19,10/22/15,dc1-mgt-sw001.prod.cfg,IOS,1 - AAA,FAIL,aaa authentication password-prompt LocalPass> aaa authentication login default group tacacs+ enable aaa authorization exec default group tacacs+ if-authenticated aaa authorization commands 0 default group tacacs+ if-authenticated aaa authorization commands 1 default group tacacs+ if-authenticated aaa authorization commands 15 default group tacacs+ if-authenticated aaa authorization config-commands aaa accounting exec default start-stop group tacacs+ aaa accounting commands 15 default start-stop group tacacs+ aaa accounting connection default start-stop group tacacs+ 
09/19/19,10/22/15,dc1-mgt-sw001.prod.cfg,IOS,2 - TACACS,FAIL,tacacs-server host 153.6.140.227 tacacs-server host 172.27.75.27 tacacs-server host 157.23.55.14 tacacs-server directed-request tacacs-server key <user input> 
09/19/19,10/22/15,dc1-mgt-sw001.prod.cfg,IOS,3 - CONSOLE,FAIL,line con 0  logging synchronous 
09/19/19,10/22/15,dc1-mgt-sw001.prod.cfg,IOS,4 - AUX,PASS,
09/19/19,10/22/15,dc1-mgt-sw001.prod.cfg,IOS,5 - VTY,PASS,
09/19/19,10/22/15,dc1-mgt-sw001.prod.cfg,IOS,6 - NTP,FAIL,ntp server 192.168.20.3 ntp server 192.168.20.4 ntp server 192.168.20.5 ntp server 192.168.20.6 ntp update-calendar 
09/19/19,10/22/15,dc1-mgt-sw001.prod.cfg,IOS,8 - DNS,FAIL,ip domain-name net.yoyodyne.com ip name-server 192.168.20.1 ip name-server 192.168.20.2 
09/19/19,10/22/15,dc1-mgt-sw001.prod.cfg,IOS,9 - SNMP ACL,FAIL,access-list 79 permit 138.69.236.133 access-list 79 permit 10.95.242.78 access-list 79 permit 153.6.140.110 access-list 79 permit 153.6.140.122 access-list 79 permit 153.6.140.225 access-list 79 permit 138.69.236.137 access-list 79 permit 138.69.236.138 access-list 79 permit 138.69.236.15 access-list 79 permit 138.69.236.16 access-list 79 permit 138.69.236.11 access-list 79 permit 138.69.236.134 access-list 79 permit 153.6.140.112 access-list 79 permit 172.27.224.25 access-list 79 permit 172.27.75.25 access-list 79 permit 172.27.75.19 access-list 79 permit 172.27.75.15 access-list 79 permit 172.27.75.10 access-list 79 permit 172.27.75.23 access-list 79 permit 172.27.75.13 access-list 79 permit 172.27.75.29 access-list 79 permit 172.27.75.30 access-list 79 permit 172.27.75.21 access-list 79 permit 172.27.75.14 access-list 79 permit 172.27.75.18 access-list 79 permit 153.6.140.46 access-list 79 permit 153.6.140.108 access-list 79 permit 172.27.75.12 access-list 79 permit 153.8.9.2 access-list 79 permit 138.69.236.163 access-list 79 permit 138.69.236.129 access-list 79 permit 138.69.236.131 access-list 79 permit 153.6.140.100 access-list 79 permit 172.27.75.31 access-list 79 permit 138.69.236.34 access-list 79 permit 138.69.236.36 access-list 79 permit 172.27.75.34 access-list 79 permit 172.27.75.36 access-list 79 permit 153.7.43.71 access-list 79 permit 10.105.0.24 access-list 79 permit 10.243.222.13 access-list 79 permit 10.243.223.77 access-list 79 permit 10.105.0.30 access-list 79 permit 138.69.236.23 access-list 79 permit 10.197.36.40 access-list 79 permit 10.197.36.41 
09/19/19,10/22/15,dc1-mgt-sw001.prod.cfg,IOS,10 - SNMP,FAIL,snmp-server community XxXxXxXxX RO 79 snmp-server community XxXxXxXxX RW 79 snmp-server host 192.168.1.1 XxXxXxXxX snmp-server host 192.168.1.2 XxXxXxXxX snmp-server ifindex persist snmp-server trap link ietf logging snmp-authfail 
09/19/19,10/22/15,dc1-mgt-sw001.prod.cfg,IOS,11 - SNMP INFO,FAIL,snmp-server location <user input> 
09/19/19,10/22/15,dc1-mgt-sw001.prod.cfg,IOS,12 - BANNER,FAIL,Computer System Terms of Use <user input> 
09/19/19,10/22/15,dc1-mgt-sw001.prod.cfg,IOS,14 - VSTACK,PASS,
09/19/19,10/22/15,dc1-mgt-sw001.prod.cfg,IOS,15 - BASIC SVCS,FAIL,service sequence-numbers 
09/19/19,10/22/15,dc1-mgt-sw001.prod.cfg,IOS,16 - BOOT,FAIL,boot system <user input> 
09/19/19,dc1-mgt-sw001.prod.cfg,IOS,17 - RCMD,FAIL,ip rcmd remote-host netadmin 192.168.1.1 netadmin ip rcmd rsh-enable 
09/19/19,10/22/15,dc1-mgt-sw001.prod.cfg,IOS,18 - LOOPBACK,PASS,
09/19/19,10/22/15,dc1-mgt-sw001.prod.cfg,IOS,19 - INT SEC,PASS,
09/19/19,10/22/15,dc1-mgt-sw001.prod.cfg,IOS,20 - INTACL,PASS,
09/19/19,10/22/15,dc1-mgt-sw001.prod.cfg,IOS,21 - INTLOG,PASS,
09/19/19,10/22/15,dc1-mgt-sw001.prod.cfg,IOS,22 - DESCR,PASS,
09/19/19,10/22/15,dc1-mgt-sw001.prod.cfg,IOS,23 - SECURITY,FAIL,no ip bootp server 
09/19/19,10/22/15,dc1-mgt-sw001.prod.cfg,IOS,24 - LOGGING,PASS,
09/19/19,10/22/15,dc1-mgt-sw001.prod.cfg,IOS,25 - VTP,PASS,
09/19/19,10/22/15,dc1-mgt-sw001.prod.cfg,IOS,26 - BPDUGUARD,FAIL,spanning-tree portfast bpduguard 
09/19/19,10/22/15,dc1-mgt-sw001.prod.cfg,IOS,27 - BPDUGUARD-DEFAULT,PASS,
==============================
09/19/19,10/22/15,dc1-mgt-sw002.prod.cfg,IOS,1 - AAA,FAIL,aaa authentication password-prompt LocalPass> aaa authentication login default group tacacs+ enable aaa authorization exec default group tacacs+ if-authenticated aaa authorization commands 0 default group tacacs+ if-authenticated aaa authorization commands 1 default group tacacs+ if-authenticated aaa authorization commands 15 default group tacacs+ if-authenticated aaa authorization config-commands aaa accounting exec default start-stop group tacacs+ aaa accounting commands 15 default start-stop group tacacs+ aaa accounting connection default start-stop group tacacs+ 
09/19/19,10/22/15,dc1-mgt-sw002.prod.cfg,IOS,2 - TACACS,FAIL,tacacs-server host 153.6.140.227 tacacs-server host 172.27.75.27 tacacs-server host 157.23.55.14 tacacs-server directed-request tacacs-server key <user input> 
09/19/19,10/22/15,dc1-mgt-sw002.prod.cfg,IOS,3 - CONSOLE,FAIL,line con 0  logging synchronous 
09/19/19,10/22/15,dc1-mgt-sw002.prod.cfg,IOS,4 - AUX,PASS,
09/19/19,10/22/15,dc1-mgt-sw002.prod.cfg,IOS,5 - VTY,PASS,
09/19/19,10/22/15,dc1-mgt-sw002.prod.cfg,IOS,6 - NTP,FAIL,ntp server 192.168.20.3 ntp server 192.168.20.4 ntp server 192.168.20.5 ntp server 192.168.20.6 ntp update-calendar 
09/19/19,10/22/15,dc1-mgt-sw002.prod.cfg,IOS,8 - DNS,FAIL,ip domain-name net.yoyodyne.com ip name-server 192.168.20.1 ip name-server 192.168.20.2 
09/19/19,10/22/15,dc1-mgt-sw002.prod.cfg,IOS,9 - SNMP ACL,FAIL,access-list 79 permit 138.69.236.133 access-list 79 permit 10.95.242.78 access-list 79 permit 153.6.140.110 access-list 79 permit 153.6.140.122 access-list 79 permit 153.6.140.225 access-list 79 permit 138.69.236.137 access-list 79 permit 138.69.236.138 access-list 79 permit 138.69.236.15 access-list 79 permit 138.69.236.16 access-list 79 permit 138.69.236.11 access-list 79 permit 138.69.236.134 access-list 79 permit 153.6.140.112 access-list 79 permit 172.27.224.25 access-list 79 permit 172.27.75.25 access-list 79 permit 172.27.75.19 access-list 79 permit 172.27.75.15 access-list 79 permit 172.27.75.10 access-list 79 permit 172.27.75.23 access-list 79 permit 172.27.75.13 access-list 79 permit 172.27.75.29 access-list 79 permit 172.27.75.30 access-list 79 permit 172.27.75.21 access-list 79 permit 172.27.75.14 access-list 79 permit 172.27.75.18 access-list 79 permit 153.6.140.46 access-list 79 permit 153.6.140.108 access-list 79 permit 172.27.75.12 access-list 79 permit 153.8.9.2 access-list 79 permit 138.69.236.163 access-list 79 permit 138.69.236.129 access-list 79 permit 138.69.236.131 access-list 79 permit 153.6.140.100 access-list 79 permit 172.27.75.31 access-list 79 permit 138.69.236.34 access-list 79 permit 138.69.236.36 access-list 79 permit 172.27.75.34 access-list 79 permit 172.27.75.36 access-list 79 permit 153.7.43.71 access-list 79 permit 10.105.0.24 access-list 79 permit 10.243.222.13 access-list 79 permit 10.243.223.77 access-list 79 permit 10.105.0.30 access-list 79 permit 138.69.236.23 access-list 79 permit 10.197.36.40 access-list 79 permit 10.197.36.41 
09/19/19,10/22/15,dc1-mgt-sw002.prod.cfg,IOS,10 - SNMP,FAIL,snmp-server community XxXxXxXxX RO 79 snmp-server community XxXxXxXxX RW 79 snmp-server host 192.168.1.1 XxXxXxXxX snmp-server host 192.168.1.2 XxXxXxXxX snmp-server ifindex persist snmp-server trap link ietf logging snmp-authfail 
09/19/19,10/22/15,dc1-mgt-sw002.prod.cfg,IOS,11 - SNMP INFO,FAIL,snmp-server location <user input> 
09/19/19,10/22/15,dc1-mgt-sw002.prod.cfg,IOS,12 - BANNER,FAIL,Computer System Terms of Use <user input> 
09/19/19,10/22/15,dc1-mgt-sw002.prod.cfg,IOS,14 - VSTACK,PASS,
09/19/19,10/22/15,dc1-mgt-sw002.prod.cfg,IOS,15 - BASIC SVCS,FAIL,service sequence-numbers 
09/19/19,10/22/15,dc1-mgt-sw002.prod.cfg,IOS,16 - BOOT,FAIL,boot system <user input> 
09/19/19,dc1-mgt-sw002.prod.cfg,IOS,17 - RCMD,FAIL,ip rcmd remote-host netadmin 192.168.1.1 netadmin ip rcmd rsh-enable 
09/19/19,10/22/15,dc1-mgt-sw002.prod.cfg,IOS,18 - LOOPBACK,PASS,
09/19/19,10/22/15,dc1-mgt-sw002.prod.cfg,IOS,19 - INT SEC,PASS,
09/19/19,10/22/15,dc1-mgt-sw002.prod.cfg,IOS,20 - INTACL,PASS,
09/19/19,10/22/15,dc1-mgt-sw002.prod.cfg,IOS,21 - INTLOG,PASS,
09/19/19,10/22/15,dc1-mgt-sw002.prod.cfg,IOS,22 - DESCR,PASS,
09/19/19,10/22/15,dc1-mgt-sw002.prod.cfg,IOS,23 - SECURITY,FAIL,no ip bootp server 
09/19/19,10/22/15,dc1-mgt-sw002.prod.cfg,IOS,24 - LOGGING,PASS,
09/19/19,10/22/15,dc1-mgt-sw002.prod.cfg,IOS,25 - VTP,PASS,
09/19/19,10/22/15,dc1-mgt-sw002.prod.cfg,IOS,26 - BPDUGUARD,FAIL,spanning-tree portfast bpduguard 
09/19/19,10/22/15,dc1-mgt-sw002.prod.cfg,IOS,27 - BPDUGUARD-DEFAULT,PASS,
==============================
09/19/19,10/22/15,dc1-mgt-sw003.prod.cfg,IOS,1 - AAA,FAIL,aaa authentication password-prompt LocalPass> aaa authentication login default group tacacs+ enable aaa authorization exec default group tacacs+ if-authenticated aaa authorization commands 0 default group tacacs+ if-authenticated aaa authorization commands 1 default group tacacs+ if-authenticated aaa authorization commands 15 default group tacacs+ if-authenticated aaa authorization config-commands aaa accounting exec default start-stop group tacacs+ aaa accounting commands 15 default start-stop group tacacs+ aaa accounting connection default start-stop group tacacs+ 
09/19/19,10/22/15,dc1-mgt-sw003.prod.cfg,IOS,2 - TACACS,FAIL,tacacs-server host 153.6.140.227 tacacs-server host 172.27.75.27 tacacs-server host 157.23.55.14 tacacs-server directed-request tacacs-server key <user input> 
09/19/19,10/22/15,dc1-mgt-sw003.prod.cfg,IOS,3 - CONSOLE,FAIL,line con 0  logging synchronous 
09/19/19,10/22/15,dc1-mgt-sw003.prod.cfg,IOS,4 - AUX,PASS,
09/19/19,10/22/15,dc1-mgt-sw003.prod.cfg,IOS,5 - VTY,PASS,
09/19/19,10/22/15,dc1-mgt-sw003.prod.cfg,IOS,6 - NTP,FAIL,ntp server 192.168.20.3 ntp server 192.168.20.4 ntp server 192.168.20.5 ntp server 192.168.20.6 ntp update-calendar 
09/19/19,10/22/15,dc1-mgt-sw003.prod.cfg,IOS,8 - DNS,FAIL,ip domain-name net.yoyodyne.com ip name-server 192.168.20.1 ip name-server 192.168.20.2 
09/19/19,10/22/15,dc1-mgt-sw003.prod.cfg,IOS,9 - SNMP ACL,FAIL,access-list 79 permit 138.69.236.133 access-list 79 permit 10.95.242.78 access-list 79 permit 153.6.140.110 access-list 79 permit 153.6.140.122 access-list 79 permit 153.6.140.225 access-list 79 permit 138.69.236.137 access-list 79 permit 138.69.236.138 access-list 79 permit 138.69.236.15 access-list 79 permit 138.69.236.16 access-list 79 permit 138.69.236.11 access-list 79 permit 138.69.236.134 access-list 79 permit 153.6.140.112 access-list 79 permit 172.27.224.25 access-list 79 permit 172.27.75.25 access-list 79 permit 172.27.75.19 access-list 79 permit 172.27.75.15 access-list 79 permit 172.27.75.10 access-list 79 permit 172.27.75.23 access-list 79 permit 172.27.75.13 access-list 79 permit 172.27.75.29 access-list 79 permit 172.27.75.30 access-list 79 permit 172.27.75.21 access-list 79 permit 172.27.75.14 access-list 79 permit 172.27.75.18 access-list 79 permit 153.6.140.46 access-list 79 permit 153.6.140.108 access-list 79 permit 172.27.75.12 access-list 79 permit 153.8.9.2 access-list 79 permit 138.69.236.163 access-list 79 permit 138.69.236.129 access-list 79 permit 138.69.236.131 access-list 79 permit 153.6.140.100 access-list 79 permit 172.27.75.31 access-list 79 permit 138.69.236.34 access-list 79 permit 138.69.236.36 access-list 79 permit 172.27.75.34 access-list 79 permit 172.27.75.36 access-list 79 permit 153.7.43.71 access-list 79 permit 10.105.0.24 access-list 79 permit 10.243.222.13 access-list 79 permit 10.243.223.77 access-list 79 permit 10.105.0.30 access-list 79 permit 138.69.236.23 access-list 79 permit 10.197.36.40 access-list 79 permit 10.197.36.41 
09/19/19,10/22/15,dc1-mgt-sw003.prod.cfg,IOS,10 - SNMP,FAIL,snmp-server community XxXxXxXxX RO 79 snmp-server community XxXxXxXxX RW 79 snmp-server host 192.168.1.1 XxXxXxXxX snmp-server host 192.168.1.2 XxXxXxXxX snmp-server ifindex persist snmp-server trap link ietf logging snmp-authfail 
09/19/19,10/22/15,dc1-mgt-sw003.prod.cfg,IOS,11 - SNMP INFO,FAIL,snmp-server location <user input> 
09/19/19,10/22/15,dc1-mgt-sw003.prod.cfg,IOS,12 - BANNER,FAIL,Computer System Terms of Use <user input> 
09/19/19,10/22/15,dc1-mgt-sw003.prod.cfg,IOS,14 - VSTACK,PASS,
09/19/19,10/22/15,dc1-mgt-sw003.prod.cfg,IOS,15 - BASIC SVCS,FAIL,service sequence-numbers 
09/19/19,10/22/15,dc1-mgt-sw003.prod.cfg,IOS,16 - BOOT,FAIL,boot system <user input> 
09/19/19,dc1-mgt-sw003.prod.cfg,IOS,17 - RCMD,FAIL,ip rcmd remote-host netadmin 192.168.1.1 netadmin ip rcmd rsh-enable 
09/19/19,10/22/15,dc1-mgt-sw003.prod.cfg,IOS,18 - LOOPBACK,PASS,
09/19/19,10/22/15,dc1-mgt-sw003.prod.cfg,IOS,19 - INT SEC,PASS,
09/19/19,10/22/15,dc1-mgt-sw003.prod.cfg,IOS,20 - INTACL,PASS,
09/19/19,10/22/15,dc1-mgt-sw003.prod.cfg,IOS,21 - INTLOG,PASS,
09/19/19,10/22/15,dc1-mgt-sw003.prod.cfg,IOS,22 - DESCR,PASS,
09/19/19,10/22/15,dc1-mgt-sw003.prod.cfg,IOS,23 - SECURITY,FAIL,no ip bootp server 
09/19/19,10/22/15,dc1-mgt-sw003.prod.cfg,IOS,24 - LOGGING,PASS,
09/19/19,10/22/15,dc1-mgt-sw003.prod.cfg,IOS,25 - VTP,PASS,
09/19/19,10/22/15,dc1-mgt-sw003.prod.cfg,IOS,26 - BPDUGUARD,FAIL,spanning-tree portfast bpduguard 
09/19/19,10/22/15,dc1-mgt-sw003.prod.cfg,IOS,27 - BPDUGUARD-DEFAULT,PASS,
==============================
09/19/19,10/22/15,dc1-svc-sw02.prod.cfg,NXOS,1 - TACACS,FAIL,feature privilege tacacs-server key 7 <user input> 
09/19/19,10/22/15,dc1-svc-sw02.prod.cfg,NXOS,2 - AAA,FAIL,aaa authentication login default group tacacs-servers aaa authentication login console group tacacs-servers aaa authorization config-commands default group tacacs-servers local aaa authorization commands default group tacacs-servers aaa accounting default group tacacs-servers 
09/19/19,10/22/15,dc1-svc-sw02.prod.cfg,NXOS,3 - MGMT,PASS,
09/19/19,10/22/15,dc1-svc-sw02.prod.cfg,NXOS,4 - MGMT Routing,PASS,
09/19/19,10/22/15,dc1-svc-sw02.prod.cfg,NXOS,5 - NTP,FAIL,ntp server 192.168.20.3 use-vrf management ntp server 192.168.20.4 use-vrf management ntp server 192.168.20.5 use-vrf management ntp server 192.168.20.6 use-vrf management 
09/19/19,10/22/15,dc1-svc-sw02.prod.cfg,NXOS,6 - DNS,FAIL,ip domain-name net.yoyodyne.com ip name-server 192.168.20.1 192.168.20.2 use-vrf management 
09/19/19,10/22/15,dc1-svc-sw02.prod.cfg,NXOS,8 - SNMP AUTH,PASS,
09/19/19,10/22/15,dc1-svc-sw02.prod.cfg,NXOS,9 - SNMP CFG,FAIL,snmp-server host 172.27.75.15 use-vrf management snmp-server host 172.27.75.22 use-vrf management snmp-server host 172.27.75.23 use-vrf management snmp-server host 138.69.236.138 use-vrf management snmp-server host 138.69.236.137 use-vrf management snmp-server host 172.27.75.21 use-vrf management snmp-server host 153.6.140.105 use-vrf management snmp-server host 153.6.140.140 use-vrf management snmp-server source-interface traps mgmt0 snmp-server host 172.27.75.15 traps version 2c <user input> 
09/19/19,10/22/15,dc1-svc-sw02.prod.cfg,NXOS,10 - IDENTITY,PASS,
09/19/19,10/22/15,dc1-svc-sw02.prod.cfg,NXOS,11 - BANNER,FAIL,Computer System Terms of Use <user input> 
09/19/19,10/22/15,dc1-svc-sw02.prod.cfg,NXOS,12 - SSH,PASS,
09/19/19,10/22/15,dc1-svc-sw02.prod.cfg,NXOS,13 - BOOT,FAIL,boot kickstart bootflash: <user input> 
09/19/19,10/22/15,dc1-svc-sw02.prod.cfg,NXOS,15 - INT SEC,PASS,service timestamps log date time msec localtime show-timezone service timestamps debug datetime msec localtime show-timezone service password-encryption service tcp-keepalives-in service tcp-keepalives-out no service udp-small-servers no service tcp-small-servers no service finger no service pad service sequence-numbers 
09/19/19,10/22/15,dc1-svc-sw02.prod.cfg,NXOS,16 - RAPID ACL,PASS,boot system flash <user input> 
09/19/19,10/22/15,dc1-svc-sw02.prod.cfg,NXOS,17 - SNMP LOG,PASS,ip rcmd remote-host netadmin 153.7.254.114 netadmin ip rcmd rsh-enable 
09/19/19,10/22/15,dc1-svc-sw02.prod.cfg,NXOS,18 - INT DESCR,PASS,ip tacacs source-interface loopback0 ip tftp source-interface Loopback0 logging source-interface Loopback0 snmp-server trap-source Loopback0 
09/19/19,10/22/15,dc1-svc-sw02.prod.cfg,NXOS,19 - INT SEC,PASS,interface mgmt0  no ip bootp server  no ip http server  no ip http secure-server  no ip source-route  no ip identd 
09/19/19,10/22/15,dc1-svc-sw02.prod.cfg,NXOS,20 - IP SEC,PASS,interface mgmt0  no ip source-route 
09/19/19,10/22/15,dc1-svc-sw02.prod.cfg,NXOS,21 - LOGGING,PASS,interface mgmt0  logging server 172.27.75.31 use-vrf management  logging server 153.6.140.100 use-vrf management 
==============================
09/19/19,10/22/15,dc2-cor-rr01.prod.cfg,IOS,1 - AAA,FAIL,aaa authentication password-prompt LocalPass> aaa authentication login default group tacacs+ enable aaa authorization exec default group tacacs+ if-authenticated aaa authorization commands 0 default group tacacs+ if-authenticated aaa authorization commands 1 default group tacacs+ if-authenticated aaa authorization commands 15 default group tacacs+ if-authenticated aaa authorization config-commands aaa accounting exec default start-stop group tacacs+ aaa accounting commands 15 default start-stop group tacacs+ aaa accounting connection default start-stop group tacacs+ 
09/19/19,10/22/15,dc2-cor-rr01.prod.cfg,IOS,2 - TACACS,FAIL,tacacs-server host 153.6.140.227 tacacs-server host 172.27.75.27 tacacs-server host 157.23.55.14 tacacs-server directed-request tacacs-server key <user input> 
